year,month,area_id,age_group,saving_rate,heat_stroke_rate,elec_price,avg_temp,gdp_capita
2010,7,3,0_19,0,10.17325210571289,16.40080451965332,27.187620162963867,1666.0648460662392
2010,7,3,20_64,0,9.684699058532715,16.40080451965332,27.187620162963867,1666.0648460662392
2010,7,3,65,0,27.421749114990234,16.40080451965332,27.187620162963867,1666.0648460662392
2010,7,3,0_19,0,8.080533027648926,16.40080451965332,27.639163970947266,1666.0648460662392
2010,7,3,20_64,0,7.556368350982666,16.40080451965332,27.639163970947266,1666.0648460662392
2010,7,3,65,0,27.817401885986328,16.40080451965332,27.639163970947266,1666.0648460662392
2010,7,3,0_19,0,8.086408615112305,16.40080451965332,26.86075210571289,1666.0648460662392
2010,7,3,20_64,0,7.27228307723999,16.40080451965332,26.86075210571289,1666.0648460662392
2010,7,3,65,0,23.02826690673828,16.40080451965332,26.86075210571289,1666.0648460662392
2010,7,3,0_19,0,18.311643600463867,16.40080451965332,25.753753662109375,1666.0648460662392
2010,7,3,20_64,0,7.120421409606934,16.40080451965332,25.753753662109375,1666.0648460662392
2010,7,3,65,0,32.61162567138672,16.40080451965332,25.753753662109375,1666.0648460662392
2010,8,3,0_19,0,15.003429412841797,16.40080451965332,28.0638370513916,1666.0648460662392
2010,8,3,20_64,0,16.675832748413086,16.40080451965332,28.0638370513916,1666.0648460662392
2010,8,3,65,0,46.1609001159668,16.40080451965332,28.0638370513916,1666.0648460662392
2010,8,3,0_19,0,10.15777587890625,16.40080451965332,27.85492706298828,1666.0648460662392
2010,8,3,20_64,0,15.920241355895996,16.40080451965332,27.85492706298828,1666.0648460662392
2010,8,3,65,0,46.554508209228516,16.40080451965332,27.85492706298828,1666.0648460662392
2010,8,3,0_19,0,17.811447143554688,16.40080451965332,28.38301658630371,1666.0648460662392
2010,8,3,20_64,0,19.806570053100586,16.40080451965332,28.38301658630371,1666.0648460662392
2010,8,3,65,0,55.470542907714844,16.40080451965332,28.38301658630371,1666.0648460662392
2010,8,3,0_19,0,16.274452209472656,16.40080451965332,29.32935905456543,1666.0648460662392
2010,8,3,20_64,0,17.16008186340332,16.40080451965332,29.32935905456543,1666.0648460662392
2010,8,3,65,0,49.21971893310547,16.40080451965332,29.32935905456543,1666.0648460662392
2010,8,3,0_19,0,14.73946475982666,16.40080451965332,28.695947647094727,1666.0648460662392
2010,8,3,20_64,0,15.4433012008667,16.40080451965332,28.695947647094727,1666.0648460662392
2010,8,3,65,0,36.663333892822266,16.40080451965332,28.695947647094727,1666.0648460662392
2010,8,3,0_19,0,9.913138389587402,16.40080451965332,29.542007446289063,1666.0648460662392
2010,8,3,20_64,0,12.44468879699707,16.40080451965332,29.542007446289063,1666.0648460662392
2010,8,3,65,0,34.1378173828125,16.40080451965332,29.542007446289063,1666.0648460662392
2010,8,3,0_19,0,10.064216613769531,16.40080451965332,28.430164337158203,1666.0648460662392
2010,8,3,20_64,0,12.286467552185059,16.40080451965332,28.430164337158203,1666.0648460662392
